season,round,circuit_id,driver,date_of_birth,nationality,constructor,grid,time,status,points,podium,url
2000,1,albert_park,michael_schumacher,1969-01-03,German,ferrari,3,5641987.0,Finished,10.0,1,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
2000,1,albert_park,barrichello,1972-05-23,Brazilian,ferrari,4,5653402.0,Finished,6.0,2,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
2000,1,albert_park,ralf_schumacher,1975-06-30,German,williams,11,5661996.0,Finished,4.0,3,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
2000,1,albert_park,villeneuve,1971-04-09,Canadian,bar,8,5686434.0,Finished,3.0,4,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
2000,1,albert_park,fisichella,1973-01-14,Italian,benetton,9,5687152.0,Finished,2.0,5,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
2000,1,albert_park,zonta,1976-03-23,Brazilian,bar,16,5688455.0,Finished,1.0,6,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
2000,1,albert_park,wurz,1974-02-15,Austrian,benetton,14,5688902.0,Finished,0.0,7,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
2000,1,albert_park,gene,1974-03-29,Spanish,minardi,18,,+1 Lap,0.0,8,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
2000,1,albert_park,heidfeld,1977-05-10,German,prost,15,,+2 Laps,0.0,9,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
2000,1,albert_park,salo,1966-11-30,Finnish,sauber,10,,Disqualified,0.0,10,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
2000,1,albert_park,button,1980-01-19,British,williams,21,,Engine,0.0,11,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
2000,1,albert_park,diniz,1970-05-22,Brazilian,sauber,19,,Transmission,0.0,12,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
2000,1,albert_park,mazzacane,1975-05-08,Argentine,minardi,22,,Gearbox,0.0,13,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
2000,1,albert_park,frentzen,1967-05-18,German,jordan,5,,Hydraulics,0.0,14,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
2000,1,albert_park,trulli,1974-07-13,Italian,jordan,6,,Engine,0.0,15,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
2000,1,albert_park,alesi,1964-06-11,French,prost,17,,Hydraulics,0.0,16,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
2000,1,albert_park,hakkinen,1968-09-28,Finnish,mclaren,1,,Engine,0.0,17,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
2000,1,albert_park,verstappen,1972-03-04,Dutch,arrows,13,,Suspension,0.0,18,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
2000,1,albert_park,coulthard,1971-03-27,British,mclaren,2,,Engine,0.0,19,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
2000,1,albert_park,rosa,1971-02-24,Spanish,arrows,12,,Suspension,0.0,20,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
2000,1,albert_park,irvine,1965-11-10,British,jaguar,7,,Spun off,0.0,21,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
2000,1,albert_park,herbert,1964-06-25,British,jaguar,20,,Clutch,0.0,22,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
2000,2,interlagos,michael_schumacher,1969-01-03,German,ferrari,3,5495271.0,Finished,10.0,1,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
2000,2,interlagos,fisichella,1973-01-14,Italian,benetton,5,5535169.0,Finished,6.0,2,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
2000,2,interlagos,frentzen,1967-05-18,German,jordan,7,5537539.0,Finished,4.0,3,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
2000,2,interlagos,trulli,1974-07-13,Italian,jordan,12,5568051.0,Finished,3.0,4,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
2000,2,interlagos,ralf_schumacher,1975-06-30,German,williams,11,,+1 Lap,2.0,5,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
2000,2,interlagos,button,1980-01-19,British,williams,9,,+1 Lap,1.0,6,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
2000,2,interlagos,verstappen,1972-03-04,Dutch,arrows,14,,+1 Lap,0.0,7,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
2000,2,interlagos,rosa,1971-02-24,Spanish,arrows,16,,+1 Lap,0.0,8,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
2000,2,interlagos,zonta,1976-03-23,Brazilian,bar,8,,+2 Laps,0.0,9,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
2000,2,interlagos,mazzacane,1975-05-08,Argentine,minardi,20,,+2 Laps,0.0,10,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
2000,2,interlagos,coulthard,1971-03-27,British,mclaren,2,,Disqualified,0.0,11,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
2000,2,interlagos,herbert,1964-06-25,British,jaguar,17,,Gearbox,0.0,12,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
2000,2,interlagos,gene,1974-03-29,Spanish,minardi,18,,Engine,0.0,13,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
2000,2,interlagos,hakkinen,1968-09-28,Finnish,mclaren,1,,Oil pressure,0.0,14,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
2000,2,interlagos,barrichello,1972-05-23,Brazilian,ferrari,4,,Hydraulics,0.0,15,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
2000,2,interlagos,irvine,1965-11-10,British,jaguar,6,,Spun off,0.0,16,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
2000,2,interlagos,villeneuve,1971-04-09,Canadian,bar,10,,Gearbox,0.0,17,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
2000,2,interlagos,alesi,1964-06-11,French,prost,15,,Electrical,0.0,18,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
2000,2,interlagos,heidfeld,1977-05-10,German,prost,19,,Engine,0.0,19,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
2000,2,interlagos,wurz,1974-02-15,Austrian,benetton,13,,Engine,0.0,20,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
2000,2,interlagos,diniz,1970-05-22,Brazilian,sauber,0,,Safety concerns,0.0,21,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
2000,2,interlagos,salo,1966-11-30,Finnish,sauber,0,,Safety concerns,0.0,22,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
2000,3,imola,michael_schumacher,1969-01-03,German,ferrari,2,5499776.0,Finished,10.0,1,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
2000,3,imola,hakkinen,1968-09-28,Finnish,mclaren,1,5500944.0,Finished,6.0,2,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
2000,3,imola,coulthard,1971-03-27,British,mclaren,3,5550784.0,Finished,4.0,3,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
2000,3,imola,barrichello,1972-05-23,Brazilian,ferrari,4,5589052.0,Finished,3.0,4,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
2000,3,imola,villeneuve,1971-04-09,Canadian,bar,9,,+1 Lap,2.0,5,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
2000,3,imola,salo,1966-11-30,Finnish,sauber,12,,+1 Lap,1.0,6,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
2000,3,imola,irvine,1965-11-10,British,jaguar,7,,+1 Lap,0.0,7,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
2000,3,imola,diniz,1970-05-22,Brazilian,sauber,10,,+1 Lap,0.0,8,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
2000,3,imola,wurz,1974-02-15,Austrian,benetton,11,,+1 Lap,0.0,9,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
2000,3,imola,herbert,1964-06-25,British,jaguar,17,,+1 Lap,0.0,10,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
2000,3,imola,fisichella,1973-01-14,Italian,benetton,19,,+1 Lap,0.0,11,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
2000,3,imola,zonta,1976-03-23,Brazilian,bar,14,,+1 Lap,0.0,12,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
2000,3,imola,mazzacane,1975-05-08,Argentine,minardi,20,,+2 Laps,0.0,13,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
2000,3,imola,verstappen,1972-03-04,Dutch,arrows,16,,+3 Laps,0.0,14,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
2000,3,imola,trulli,1974-07-13,Italian,jordan,8,,Gearbox,0.0,15,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
2000,3,imola,rosa,1971-02-24,Spanish,arrows,13,,Spun off,0.0,16,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
2000,3,imola,ralf_schumacher,1975-06-30,German,williams,5,,Fuel system,0.0,17,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
2000,3,imola,alesi,1964-06-11,French,prost,15,,Hydraulics,0.0,18,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
2000,3,imola,heidfeld,1977-05-10,German,prost,22,,Hydraulics,0.0,19,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
2000,3,imola,button,1980-01-19,British,williams,18,,Engine,0.0,20,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
2000,3,imola,gene,1974-03-29,Spanish,minardi,21,,Spun off,0.0,21,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
2000,3,imola,frentzen,1967-05-18,German,jordan,6,,Gearbox,0.0,22,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
2000,4,silverstone,coulthard,1971-03-27,British,mclaren,4,5330108.0,Finished,10.0,1,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
2000,4,silverstone,hakkinen,1968-09-28,Finnish,mclaren,3,5331585.0,Finished,6.0,2,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
2000,4,silverstone,michael_schumacher,1969-01-03,German,ferrari,5,5350025.0,Finished,4.0,3,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
2000,4,silverstone,ralf_schumacher,1975-06-30,German,williams,7,5371420.0,Finished,3.0,4,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
2000,4,silverstone,button,1980-01-19,British,williams,6,5387867.0,Finished,2.0,5,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
2000,4,silverstone,trulli,1974-07-13,Italian,jordan,11,5409381.0,Finished,1.0,6,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
2000,4,silverstone,fisichella,1973-01-14,Italian,benetton,12,,+1 Lap,0.0,7,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
2000,4,silverstone,salo,1966-11-30,Finnish,sauber,18,,+1 Lap,0.0,8,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
2000,4,silverstone,wurz,1974-02-15,Austrian,benetton,20,,+1 Lap,0.0,9,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
2000,4,silverstone,alesi,1964-06-11,French,prost,15,,+1 Lap,0.0,10,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
2000,4,silverstone,diniz,1970-05-22,Brazilian,sauber,13,,+1 Lap,0.0,11,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
2000,4,silverstone,herbert,1964-06-25,British,jaguar,14,,+1 Lap,0.0,12,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
2000,4,silverstone,irvine,1965-11-10,British,jaguar,9,,+1 Lap,0.0,13,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
2000,4,silverstone,gene,1974-03-29,Spanish,minardi,21,,+1 Lap,0.0,14,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
2000,4,silverstone,mazzacane,1975-05-08,Argentine,minardi,22,,+1 Lap,0.0,15,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
2000,4,silverstone,villeneuve,1971-04-09,Canadian,bar,10,,+4 Laps,0.0,16,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
2000,4,silverstone,frentzen,1967-05-18,German,jordan,2,,+6 Laps,0.0,17,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
2000,4,silverstone,heidfeld,1977-05-10,German,prost,17,,Engine,0.0,18,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
2000,4,silverstone,zonta,1976-03-23,Brazilian,bar,16,,Spun off,0.0,19,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
2000,4,silverstone,barrichello,1972-05-23,Brazilian,ferrari,1,,Hydraulics,0.0,20,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
2000,4,silverstone,rosa,1971-02-24,Spanish,arrows,19,,Electrical,0.0,21,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
2000,4,silverstone,verstappen,1972-03-04,Dutch,arrows,8,,Electrical,0.0,22,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
2000,5,catalunya,hakkinen,1968-09-28,Finnish,mclaren,2,5635390.0,Finished,10.0,1,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
2000,5,catalunya,coulthard,1971-03-27,British,mclaren,4,5651456.0,Finished,6.0,2,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
2000,5,catalunya,barrichello,1972-05-23,Brazilian,ferrari,3,5664502.0,Finished,4.0,3,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
2000,5,catalunya,ralf_schumacher,1975-06-30,German,williams,5,5672701.0,Finished,3.0,4,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
2000,5,catalunya,michael_schumacher,1969-01-03,German,ferrari,1,5683373.0,Finished,2.0,5,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
2000,5,catalunya,frentzen,1967-05-18,German,jordan,8,5717315.0,Finished,1.0,6,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
2000,5,catalunya,salo,1966-11-30,Finnish,sauber,12,,+1 Lap,0.0,7,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
2000,5,catalunya,zonta,1976-03-23,Brazilian,bar,16,,+1 Lap,0.0,8,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
2000,5,catalunya,fisichella,1973-01-14,Italian,benetton,13,,+1 Lap,0.0,9,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
2000,5,catalunya,wurz,1974-02-15,Austrian,benetton,18,,+1 Lap,0.0,10,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
2000,5,catalunya,irvine,1965-11-10,British,jaguar,9,,+1 Lap,0.0,11,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
2000,5,catalunya,trulli,1974-07-13,Italian,jordan,7,,+1 Lap,0.0,12,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
2000,5,catalunya,herbert,1964-06-25,British,jaguar,14,,+1 Lap,0.0,13,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
2000,5,catalunya,gene,1974-03-29,Spanish,minardi,20,,+2 Laps,0.0,14,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
2000,5,catalunya,mazzacane,1975-05-08,Argentine,minardi,21,,+2 Laps,0.0,15,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
2000,5,catalunya,heidfeld,1977-05-10,German,prost,19,,+3 Laps,0.0,16,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
2000,5,catalunya,button,1980-01-19,British,williams,10,,Engine,0.0,17,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
2000,5,catalunya,verstappen,1972-03-04,Dutch,arrows,11,,Gearbox,0.0,18,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
2000,5,catalunya,villeneuve,1971-04-09,Canadian,bar,6,,Hydraulics,0.0,19,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
2000,5,catalunya,alesi,1964-06-11,French,prost,17,,Collision,0.0,20,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
2000,5,catalunya,rosa,1971-02-24,Spanish,arrows,22,,Collision,0.0,21,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
2000,5,catalunya,diniz,1970-05-22,Brazilian,sauber,15,,Spun off,0.0,22,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
2000,6,nurburgring,michael_schumacher,1969-01-03,German,ferrari,2,6120307.0,Finished,10.0,1,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
2000,6,nurburgring,hakkinen,1968-09-28,Finnish,mclaren,3,6134129.0,Finished,6.0,2,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
2000,6,nurburgring,coulthard,1971-03-27,British,mclaren,1,,+1 Lap,4.0,3,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
2000,6,nurburgring,barrichello,1972-05-23,Brazilian,ferrari,4,,+1 Lap,3.0,4,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
2000,6,nurburgring,fisichella,1973-01-14,Italian,benetton,7,,+1 Lap,2.0,5,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
2000,6,nurburgring,rosa,1971-02-24,Spanish,arrows,12,,+1 Lap,1.0,6,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
2000,6,nurburgring,diniz,1970-05-22,Brazilian,sauber,15,,+2 Laps,0.0,7,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
2000,6,nurburgring,mazzacane,1975-05-08,Argentine,minardi,21,,+2 Laps,0.0,8,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
2000,6,nurburgring,alesi,1964-06-11,French,prost,17,,+2 Laps,0.0,9,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
2000,6,nurburgring,button,1980-01-19,British,williams,11,,Electrical,0.0,10,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
2000,6,nurburgring,herbert,1964-06-25,British,jaguar,16,,Collision,0.0,11,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
2000,6,nurburgring,wurz,1974-02-15,Austrian,benetton,14,,Collision,0.0,12,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
2000,6,nurburgring,zonta,1976-03-23,Brazilian,bar,18,,Spun off,0.0,13,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
2000,6,nurburgring,gene,1974-03-29,Spanish,minardi,20,,Throttle,0.0,14,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
2000,6,nurburgring,villeneuve,1971-04-09,Canadian,bar,9,,Engine,0.0,15,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
2000,6,nurburgring,irvine,1965-11-10,British,jaguar,8,,Collision,0.0,16,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
2000,6,nurburgring,verstappen,1972-03-04,Dutch,arrows,13,,Spun off,0.0,17,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
2000,6,nurburgring,ralf_schumacher,1975-06-30,German,williams,5,,Collision,0.0,18,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
2000,6,nurburgring,salo,1966-11-30,Finnish,sauber,19,,Halfshaft,0.0,19,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
2000,6,nurburgring,frentzen,1967-05-18,German,jordan,10,,Engine,0.0,20,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
2000,6,nurburgring,trulli,1974-07-13,Italian,jordan,6,,Collision,0.0,21,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
2000,7,monaco,coulthard,1971-03-27,British,mclaren,3,6568213.0,Finished,10.0,1,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
2000,7,monaco,barrichello,1972-05-23,Brazilian,ferrari,6,6584102.0,Finished,6.0,2,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
2000,7,monaco,fisichella,1973-01-14,Italian,benetton,8,6586735.0,Finished,4.0,3,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
2000,7,monaco,irvine,1965-11-10,British,jaguar,10,6634137.0,Finished,3.0,4,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
2000,7,monaco,salo,1966-11-30,Finnish,sauber,13,6648988.0,Finished,2.0,5,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
2000,7,monaco,hakkinen,1968-09-28,Finnish,mclaren,5,,+1 Lap,1.0,6,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
2000,7,monaco,villeneuve,1971-04-09,Canadian,bar,17,,+1 Lap,0.0,7,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
2000,7,monaco,heidfeld,1977-05-10,German,prost,18,,+1 Lap,0.0,8,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
2000,7,monaco,herbert,1964-06-25,British,jaguar,11,,+2 Laps,0.0,9,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
2000,7,monaco,frentzen,1967-05-18,German,jordan,4,,Spun off,0.0,10,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
2000,7,monaco,verstappen,1972-03-04,Dutch,arrows,15,,Spun off,0.0,11,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
2000,7,monaco,michael_schumacher,1969-01-03,German,ferrari,1,,Suspension,0.0,12,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
2000,7,monaco,zonta,1976-03-23,Brazilian,bar,20,,Spun off,0.0,13,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
2000,7,monaco,ralf_schumacher,1975-06-30,German,williams,9,,Spun off,0.0,14,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
2000,7,monaco,trulli,1974-07-13,Italian,jordan,2,,Gearbox,0.0,15,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
2000,7,monaco,diniz,1970-05-22,Brazilian,sauber,19,,Spun off,0.0,16,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
2000,7,monaco,alesi,1964-06-11,French,prost,7,,Transmission,0.0,17,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
2000,7,monaco,mazzacane,1975-05-08,Argentine,minardi,22,,Spun off,0.0,18,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
2000,7,monaco,gene,1974-03-29,Spanish,minardi,21,,Gearbox,0.0,19,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
2000,7,monaco,wurz,1974-02-15,Austrian,benetton,12,,Spun off,0.0,20,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
2000,7,monaco,button,1980-01-19,British,williams,14,,Engine,0.0,21,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
2000,7,monaco,rosa,1971-02-24,Spanish,arrows,16,,Not restarted,0.0,22,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
2000,8,villeneuve,michael_schumacher,1969-01-03,German,ferrari,1,6072313.0,Finished,10.0,1,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
2000,8,villeneuve,barrichello,1972-05-23,Brazilian,ferrari,3,6072487.0,Finished,6.0,2,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
2000,8,villeneuve,fisichella,1973-01-14,Italian,benetton,10,6087678.0,Finished,4.0,3,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
2000,8,villeneuve,hakkinen,1968-09-28,Finnish,mclaren,4,6090874.0,Finished,3.0,4,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
2000,8,villeneuve,verstappen,1972-03-04,Dutch,arrows,13,6124521.0,Finished,2.0,5,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
2000,8,villeneuve,trulli,1974-07-13,Italian,jordan,7,6134000.0,Finished,1.0,6,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
2000,8,villeneuve,coulthard,1971-03-27,British,mclaren,2,6134529.0,Finished,0.0,7,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
2000,8,villeneuve,zonta,1976-03-23,Brazilian,bar,8,6142768.0,Finished,0.0,8,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
2000,8,villeneuve,wurz,1974-02-15,Austrian,benetton,14,6152212.0,Finished,0.0,9,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
2000,8,villeneuve,diniz,1970-05-22,Brazilian,sauber,19,6186857.0,Finished,0.0,10,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
2000,8,villeneuve,button,1980-01-19,British,williams,18,,+1 Lap,0.0,11,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
2000,8,villeneuve,mazzacane,1975-05-08,Argentine,minardi,22,,+1 Lap,0.0,12,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
2000,8,villeneuve,irvine,1965-11-10,British,jaguar,16,,+3 Laps,0.0,13,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
2000,8,villeneuve,ralf_schumacher,1975-06-30,German,williams,12,,Collision,0.0,14,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
2000,8,villeneuve,villeneuve,1971-04-09,Canadian,bar,6,,Collision,0.0,15,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
2000,8,villeneuve,gene,1974-03-29,Spanish,minardi,20,,Spun off,0.0,16,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
2000,8,villeneuve,rosa,1971-02-24,Spanish,arrows,9,,Collision,0.0,17,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
2000,8,villeneuve,salo,1966-11-30,Finnish,sauber,15,,Electrical,0.0,18,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
2000,8,villeneuve,alesi,1964-06-11,French,prost,17,,Electrical,0.0,19,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
2000,8,villeneuve,heidfeld,1977-05-10,German,prost,21,,Engine,0.0,20,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
2000,8,villeneuve,frentzen,1967-05-18,German,jordan,5,,Brakes,0.0,21,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
2000,8,villeneuve,herbert,1964-06-25,British,jaguar,11,,Gearbox,0.0,22,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
2000,9,magny_cours,coulthard,1971-03-27,British,mclaren,2,5885538.0,Finished,10.0,1,http://en.wikipedia.org/wiki/2000_French_Grand_Prix
2000,9,magny_cours,hakkinen,1968-09-28,Finnish,mclaren,4,5900286.0,Finished,6.0,2,http://en.wikipedia.org/wiki/2000_French_Grand_Prix
2000,9,magny_cours,barrichello,1972-05-23,Brazilian,ferrari,3,5917947.0,Finished,4.0,3,http://en.wikipedia.org/wiki/2000_French_Grand_Prix
2000,9,magny_cours,villeneuve,1971-04-09,Canadian,bar,7,5946860.0,Finished,3.0,4,http://en.wikipedia.org/wiki/2000_French_Grand_Prix
2000,9,magny_cours,ralf_schumacher,1975-06-30,German,williams,5,5949519.0,Finished,2.0,5,http://en.wikipedia.org/wiki/2000_French_Grand_Prix
2000,9,magny_cours,trulli,1974-07-13,Italian,jordan,9,5961143.0,Finished,1.0,6,http://en.wikipedia.org/wiki/2000_French_Grand_Prix
2000,9,magny_cours,frentzen,1967-05-18,German,jordan,8,,+1 Lap,0.0,7,http://en.wikipedia.org/wiki/2000_French_Grand_Prix
